order_id (unique),product_id,store_id,order_date_2,sales,revenue,stock,price,promo_type_1,promo_type_2,,,,
7802,P0355,S0002,20-Jun-17,0,0,2,17.9,PR14,PR03,,,,
7803,P0614,S0124,20-Jun-17,0,0,3,15.9,PR14,PR03,,,,
7804,P0201,S0063,20-Jun-17,0,0,10,15.9,PR14,PR03,,,,
7805,P0356,S0073,20-Jun-17,0,0,33,2.5,PR14,PR03,,,,
7806,P0249,S0058,20-Jun-17,0,0,7,2.2,PR14,PR03,,,,
7807,P0499,S0003,20-Jun-17,3,2.08,15,0.75,PR14,PR03,,,,
7808,P0582,S0013,20-Jun-17,1,8.01,2,9.45,PR14,PR03,,,,
7809,P0695,S0056,20-Jun-17,0,0,5,5.25,PR14,PR03,,,,
7810,P0311,S0030,20-Jun-17,0,0,6,1,PR14,PR03,,,,
7811,P0242,S0066,20-Jun-17,0,0,2,12.9,PR14,PR03,,,,
7812,P0162,S0117,20-Jun-17,0,0,6,4.5,PR14,PR03,,,,
7813,P0185,S0121,20-Jun-17,1 sales,0.75,0,NA,PR14,PR03,,,,
7814,P0664,S0003,20-Jun-17,2,2.31,18,1.25,PR14,PR03,,,,
7815,P0665,S0038,20-Jun-17,0,0,5,10.75,PR14,PR03,,,,
7816,P0454,S0083,20-Jun-17,0,0,15,2.2,PR14,PR03,,,,
7817,P0720,S0012,20-Jun-17,0,0,39,17.9,PR14,PR03,,,,
7818,P0651,S0038,20-Jun-17,1,8.39,12,9.9,PR14,PR03,,,,
7819,P0364,S0022,20-Jun-17,1,0.93,34,1,PR14,PR03,,,,
7820,P0213,S0108,20-Jun-17,0,0,20,24.9,PR14,PR03,,,,
7821,P0275,S0038,20-Jun-17,0,0,23,2.45,PR14,PR03,,,,
7822,P0398,S0102,20-Jun-17,0,0,1,26.9,PR14,PR03,,,,
7823,P0141,S0085,20-Jun-17,0,0,33,2.25,PR14,PR03,,,,
7824,P0446,S0024,20-Jun-17,0,0,5,5.95,PR14,PR03,,,,
7825,P0227,S0097,20-Jun-17,1,8.5,5,8.5,PR14,PR03,,,,
7826,P0151,S0040,20-Jun-17,0,0,6,6.9,PR14,PR03,,,,
7827,P0275,S0106,20-Jun-17,0,0,12,2.45,PR14,PR03,,,,
7828,P0642,S0064,20-Jun-17,0,0,22,2.5,PR14,PR03,,,,
7829,P0140,S0139,20-Jun-17,0,0,4,5.5,PR14,PR03,,,,
7830,P0286,S0094,20-Jun-17,1,0.93,52,1,PR14,PR03,,,,
7831,P0169,S0008,20-Jun-17,1,4.58,10,6.75,PR05,PR03,,,,
7832,P0223,S0050,20-Jun-17,0,0,12,10.9,PR14,PR03,,,,
7833,P0499,S0019,20-Jun-17,0,0,49,0.75,PR14,PR03,,,,
7834,P0619,S0084,20-Jun-17,0,0,11,9.95,PR14,PR03,,,,
7835,P0406,S0025,20-Jun-17,0,0,21,11.5,PR05,PR03,,,,
7836,P0657,S0040,20-Jun-17,0,0,10,7.9,PR14,PR03,,,,
7837,P0060,S0062,20-Jun-17,0,0,4,16.9,PR14,PR03,,,,
7838,P0296,S0083,20-Jun-17,0,0,23,0.75,PR14,PR03,,,,
7839,P0591,S0012,20-Jun-17,0,0,6,7.95,PR14,PR03,,,,
7840,P0131,S0097,20-Jun-17,2,4.17,375,2.25,PR14,PR03,,,,
7841,P0151,S0132,20-Jun-17,0,0,4,6.9,PR14,PR03,,,,
7842,P0067,S0097,20-Jun-17,0,0,2,16.9,PR14,PR03,,,,
7843,P0591,S0139,20-Jun-17,0,0,4,7.95,PR14,PR03,,,,
7844,P0035,S0094,20-Jun-17,0,0,14,4.25,PR14,PR03,,,,
7845,P0590,S0077,20-Jun-17,1,0.56,20,0.6,PR14,PR03,,,,
7846,P0681,S0012,20-Jun-17,0,0,7,10.9,PR14,PR03,,,,
7847,P0350,S0043,21-Jun-17,0,0,4,3.65,PR14,PR03,,,,
7848,P0219,S0055,21-Jun-17,0,0,5,7.25,PR14,PR03,,,,
7849,P0201,S0120,21-Jun-17,0,0,2,15.9,PR14,PR03,,,,
7850,P0525,S0115,21-Jun-17,0,0,63,2.5,PR14,PR03,,,,
7851,P0017,S0018,21-Jun-17,0,0,85,1.49,PR14,PR03,,,,
7852,P0735,S0045,21-Jun-17,0,0,3,10.75,PR14,PR03,,,,
7853,P0406,S0026,21-Jun-17,0,0,24,11.5,PR05,PR03,,,,
7854,P0116,S0012,21-Jun-17,0,0,112,1.15,PR10,PR03,,,,
7855,P0694,S0125,21-Jun-17,0,0,7,6.55,PR10,PR03,,,,
7856,P0201,S0132,21-Jun-17,0,0,6,15.9,PR14,PR03,,,,
7857,P0242,S0087,21-Jun-17,0,0,6,12.9,PR14,PR03,,,,
7858,P0640,S0094,21-Jun-17,0,0,4,27.9,PR14,PR03,,,,
7859,P0297,S0088,21-Jun-17,0,0,4,14.95,PR14,PR03,,,,
7860,P0286,S0065,21-Jun-17,1,0.93,45,1,PR14,PR03,,,,
7861,P0569,S0073,21-Jun-17,0,0,7,3,PR14,PR03,,,,
7862,P0614,S0082,21-Jun-17,0,0,6,15.9,PR14,PR03,,,,
7863,P0333,S0139,21-Jun-17,0,0,5,1.85,PR14,PR03,,,,
7864,P0327,S0064,21-Jun-17,0,0,21,3.1,PR14,PR03,,,,
7865,P0703,S0094,21-Jun-17,0,0,5,59.9,PR14,PR03,,,,
7866,P0402,S0137,21-Jun-17,0,0,8,7.75,PR14,PR03,,,,
7867,P0055,S0070,21-Jun-17,0,0,18,3.5,PR14,PR03,,,,
7868,P0657,S0043,21-Jun-17,0,0,8,7.9,PR14,PR03,,,,
7869,P0456,S0094,21-Jun-17,0,0,7,28.95,PR12,PR03,,,,
7870,P0590,S0124,21-Jun-17,2,1.11,24,0.6,PR14,PR03,,,,
7871,P0671,S0001,21-Jun-17,0,0,7,3.25,PR14,PR03,,,,
7872,P0511,S0094,21-Jun-17,0,0,12,31.25,PR14,PR03,,,,
7873,P0165,S0083,21-Jun-17,0,0,5,1.4,PR14,PR03,,,,
7874,P0456,S0108,21-Jun-17,0,0,7,28.95,PR12,PR03,,,,
7875,P0390,S0064,21-Jun-17,0,0,5,11.9,PR14,PR03,,,,
7876,P0068,S0093,21-Jun-17,0,0,8,5.59,PR06,PR03,,,,
7877,P0436,S0062,21-Jun-17,0,0,22,3.5,PR14,PR03,,,,
7878,P0353,S0013,21-Jun-17,0,0,1,9.5,PR10,PR03,,,,
7879,P0406,S0010,21-Jun-17,0,0,25,11.5,PR05,PR03,,,,
7880,P0602,S0138,21-Jun-17,0,0,3,10.9,PR14,PR03,,,,
7881,P0747,S0144,21-Jun-17,0,0,3,13.25,PR14,PR03,,,,
7882,P0423,S0138,21-Jun-17,0,0,5,0.5,PR14,PR03,,,,
7883,P0671,S0113,21-Jun-17,0,0,9,3.25,PR14,PR03,,,,
7884,P0201,S0013,21-Jun-17,0,0,4,15.9,PR14,PR03,,,,
7885,P0400,S0124,21-Jun-17,0,0,2,7.5,PR14,PR03,,,,
7886,P0466,S0115,21-Jun-17,0,0,11,8.95,PR14,PR03,,,,
7887,P0569,S0133,21-Jun-17,0,0,33,3,PR14,PR03,,,,
7888,P0718,S0040,21-Jun-17,0,0,16,13,PR14,PR03,,,,
7889,P0720,S0056,21-Jun-17,0,0,26,17.9,PR14,PR03,,,,
7890,P0258,S0142,21-Jun-17,0,0,13,7.1,PR14,PR03,,,,
7891,P0348,S0110,22-Jun-17,0,0,12,2.15,PR14,PR03,,,,
7892,P0427,S0024,22-Jun-17,1,2.27,32,2.45,PR14,PR03,,,,
7893,P0642,S0103,22-Jun-17,0,0,14,2.5,PR14,PR03,,,,
7894,P0652,S0104,22-Jun-17,0,0,10,4.45,PR14,PR03,,,,
7895,P0651,S0051,22-Jun-17,0,0,3,9.9,PR14,PR03,,,,
7896,P0602,S0001,22-Jun-17,1,9.24,12,10.9,PR14,PR03,,,,
7897,P0718,S0050,22-Jun-17,0,0,16,13,PR14,PR03,,,,
7898,P0459,S0082,22-Jun-17,3,9.31,37,3.35,PR14,PR03,,,,
7899,P0201,S0095,22-Jun-17,1,13.47,4,15.9,PR14,PR03,,,,
7900,P0330,S0040,22-Jun-17,0,0,2,2,PR14,PR03,,,,
7901,P0277,S0104,22-Jun-17,0,0,14,3.95,PR14,PR03,,,,
7902,P0268,S0110,22-Jun-17,0,0,4,1,PR14,PR03,,,,
7903,P0459,S0052,22-Jun-17,0,0,1,3.35,PR14,PR03,,,,
7904,P0398,S0102,22-Jun-17,0,0,1,26.9,PR14,PR03,,,,
7905,P0279,S0107,22-Jun-17,0,0,4,17.25,PR14,PR03,,,,
7906,P0171,S0097,22-Jun-17,0,0,16,11.9,PR14,PR03,,,,
7907,P0175,S0008,22-Jun-17,0,0,5,5.5,PR14,PR03,,,,
7908,P0213,S0002,22-Jun-17,0,0,33,24.9,PR14,PR03,,,,
7909,P0227,S0126,22-Jun-17,0,0,2,8.5,PR14,PR03,,,,
7910,P0470,S0027,22-Jun-17,0,0,7,17.9,PR14,PR03,,,,
7911,P0649,S0110,22-Jun-17,0,0,5,2.2,PR14,PR03,,,,
7912,P0621,S0097,22-Jun-17,5,24.36,769,5.75,PR14,PR03,,,,
7913,P0345,S0040,22-Jun-17,0,0,6,3.5,PR14,PR03,,,,
7914,P0341,S0069,22-Jun-17,0,0,11,34.95,PR14,PR03,,,,
7915,P0500,S0021,22-Jun-17,0,0,15,7.95,PR14,PR03,,,,
7916,P0172,S0094,22-Jun-17,0,0,12,3.5,PR05,PR03,,,,
7917,P0258,S0026,22-Jun-17,0,0,20,7.1,PR14,PR03,,,,
7918,P0364,S0111,22-Jun-17,4 sales,3.7,0,NA,PR14,PR03,,,,
7919,P0543,S0067,22-Jun-17,0,0,9,2.5,PR14,PR03,,,,
7920,P0364,S0081,22-Jun-17,4 sales,3.7,0,NA,PR14,PR03,,,,
7921,P0242,S0104,22-Jun-17,0,0,18,12.9,PR14,PR03,,,,
7922,P0747,S0105,22-Jun-17,0,0,4,13.25,PR14,PR03,,,,
7923,P0165,S0001,22-Jun-17,0,0,11,1.4,PR14,PR03,,,,
7924,P0092,S0066,22-Jun-17,0,0,21,1.75,PR14,PR03,,,,
7925,P0212,S0126,22-Jun-17,0,0,23,10.75,PR14,PR03,,,,
7926,P0090,S0139,22-Jun-17,0,0,8,3.25,PR14,PR03,,,,
7927,P0427,S0045,22-Jun-17,0,0,7,2.45,PR14,PR03,,,,
7928,P0446,S0031,22-Jun-17,0,0,7,5.95,PR14,PR03,,,,
7929,P0664,S0055,22-Jun-17,0,0,22,1.25,PR14,PR03,,,,
7930,P0747,S0063,22-Jun-17,0,0,2,13.25,PR14,PR03,,,,
7931,P0130,S0110,22-Jun-17,0,0,5,9.75,PR14,PR03,,,,
7932,P0691,S0070,22-Jun-17,0,0,1,3,PR14,PR03,,,,
7933,P0277,S0052,22-Jun-17,0,0,14,3.95,PR14,PR03,,,,
7934,P0316,S0062,22-Jun-17,3.744,138.31,0,39.9,PR14,PR03,,,,
7935,P0514,S0097,22-Jun-17,0,0,2,8.9,PR14,PR03,,,,
7936,P0525,S0106,22-Jun-17,0,0,63,2.5,PR14,PR03,,,,
7937,P0394,S0085,22-Jun-17,0,0,39,1,PR14,PR03,,,,
7938,P0070,S0073,22-Jun-17,0,0,4,6.25,PR14,PR03,,,,
7939,P0070,S0105,22-Jun-17,1,5.79,5,6.25,PR14,PR03,,,,
7940,P0613,S0091,22-Jun-17,0,0,5,6.45,PR14,PR03,,,,
7941,P0454,S0045,22-Jun-17,0,0,23,1.89,PR14,PR03,,,,
7942,P0154,S0018,22-Jun-17,0,0,17,1.89,PR14,PR03,,,,
7943,P0427,S0102,22-Jun-17,0,0,5,2.45,PR14,PR03,,,,
7944,P0297,S0091,22-Jun-17,0,0,3,14.95,PR14,PR03,,,,
7945,P0664,S0088,22-Jun-17,1,1.16,27,1.25,PR14,PR03,,,,
7946,P0260,S0012,22-Jun-17,0,0,13,17.5,PR14,PR03,,,,
7947,P0144,S0058,22-Jun-17,0,0,6,4.95,PR14,PR03,,,,
7948,P0614,S0131,23-Jun-17,0,0,4,15.9,PR14,PR03,,,,
7949,P0296,S0033,23-Jun-17,0,0,30,0.75,PR14,PR03,,,,
7950,P0261,S0135,23-Jun-17,0,0,20,4.75,PR10,PR03,,,,
7951,P0390,S0049,23-Jun-17,0,0,9,11.9,PR14,PR03,,,,
7952,P0689,S0008,23-Jun-17,1,25.34,1,29.9,PR14,PR03,,,,
7953,P0148,S0004,23-Jun-17,0,0,3,5.75,PR14,PR03,,,,
7954,P0735,S0138,23-Jun-17,1,9.11,2,10.75,PR14,PR03,,,,
7955,P0261,S0105,23-Jun-17,0,0,22,4.75,PR10,PR03,,,,
7956,P0499,S0011,23-Jun-17,0,0,20,0.75,PR14,PR03,,,,
7957,P0681,S0004,23-Jun-17,0,0,6,10.9,PR14,PR03,,,,
7958,P0458,S0137,23-Jun-17,0,0,16,4.5,PR05,PR03,,,,
7959,P0681,S0024,23-Jun-17,0,0,10,10.9,PR14,PR03,,,,
7960,P0275,S0022,23-Jun-17,0,0,18,2.45,PR14,PR03,,,,
7961,P0333,S0030,23-Jun-17,0,0,21,1.85,PR14,PR03,,,,
7962,P0658,S0073,23-Jun-17,0,0,3,26.95,PR14,PR03,,,,
7963,P0144,S0038,23-Jun-17,0,0,9,4.95,PR14,PR03,,,,
7964,P0057,S0065,23-Jun-17,0,0,5,14.9,PR14,PR03,,,,
7965,P0639,S0088,23-Jun-17,0,0,2,8.95,PR14,PR03,,,,
7966,P0321,S0139,23-Jun-17,0,0,11,11.95,PR14,PR03,,,,
7967,P0057,S0066,23-Jun-17,0,0,9,14.9,PR14,PR03,,,,
7968,P0551,S0002,23-Jun-17,0,0,10,1.85,PR14,PR03,,,,
7969,P0438,S0084,23-Jun-17,3,1.39,28,0.5,PR14,PR03,,,,
7970,P0695,S0096,23-Jun-17,0,0,5,5.25,PR14,PR03,,,,
7971,P0206,S0033,23-Jun-17,0,0,3,1.75,PR14,PR03,,,,
7972,P0485,S0020,23-Jun-17,0,0,12,8.9,PR14,PR03,,,,
7973,P0129,S0048,23-Jun-17,11 sales,138.9,0,NA,PR14,PR03,,,,
7974,P0705,S0093,23-Jun-17,0,0,5,14.9,PR05,PR03,,,,
7975,P0005,S0038,23-Jun-17,0,0,7,33.9,PR14,PR03,,,,
7976,P0705,S0050,23-Jun-17,0,0,9,14.9,PR05,PR03,,,,
7977,P0386,S0001,23-Jun-17,0,0,6,12.9,PR03,PR03,,,,
7978,P0642,S0139,23-Jun-17,2,4.63,12,2.5,PR14,PR03,,,,
7979,P0608,S0122,23-Jun-17,0,0,12,9.9,PR14,PR03,,,,
7980,P0664,S0086,23-Jun-17,0,0,20,1.25,PR14,PR03,,,,
7981,P0406,S0015,23-Jun-17,0,0,10,11.5,PR05,PR03,,,,
7982,P0333,S0075,23-Jun-17,0,0,10,1.85,PR14,PR03,,,,
7983,P0412,S0020,23-Jun-17,0,0,7,6.95,PR14,PR03,,,,
7984,P0130,S0002,23-Jun-17,1,8.26,5,9.75,PR14,PR03,,,,
7985,P0241,S0110,23-Jun-17,1,11.99,10,12.95,PR14,PR03,,,,
7986,P0454,S0048,23-Jun-17,1 sales,1.94,0,NA,PR14,PR03,,,,
7987,P0205,S0087,23-Jun-17,0,0,8,13.9,PR14,PR03,,,,
7988,P0018,S0041,23-Jun-17,0,0,7,1,PR14,PR03,,,,
7989,P0198,S0087,23-Jun-17,1,0.6,34,0.65,PR14,PR03,,,,
7990,P0569,S0022,24-Jun-17,3,8.33,32,3,PR14,PR03,,,,
7991,P0369,S0069,24-Jun-17,0,0,6,19.95,PR14,PR03,,,,
7992,P0296,S0026,24-Jun-17,0,0,23,0.75,PR14,PR03,,,,
7993,P0642,S0142,24-Jun-17,0,0,21,2.5,PR14,PR03,,,,
7994,P0356,S0119,24-Jun-17,0,0,24,2.5,PR14,PR03,,,,
7995,P0296,S0015,24-Jun-17,1,0.69,19,0.75,PR14,PR03,,,,
7996,P0591,S0012,24-Jun-17,0,0,6,7.95,PR14,PR03,,,,
7997,P0220,S0097,24-Jun-17,3,5.14,14,1.85,PR14,PR03,,,,
7998,P0602,S0134,24-Jun-17,0,0,5,10.9,PR14,PR03,,,,
7999,P0664,S0016,24-Jun-17,1,1.16,24,1.25,PR14,PR03,,,,
8000,P0712,S0083,24-Jun-17,0,0,14,21.5,PR14,PR03,,,,
8001,P0569,S0048,24-Jun-17,3 sales,8.11,0,NA,PR14,PR03,,,,
8002,P0321,S0024,24-Jun-17,1,10.13,4,11.95,PR14,PR03,,,,
8003,P0587,S0078,24-Jun-17,1,3.38,15,3.99,PR14,PR03,,,,
8004,P0260,S0050,24-Jun-17,0,0,16,17.5,PR14,PR03,,,,
8005,P0587,S0058,24-Jun-17,1,3.38,11,3.99,PR14,PR03,,,,
8006,P0652,S0063,24-Jun-17,0,0,21,4.45,PR14,PR03,,,,
8007,P0090,S0009,24-Jun-17,0,0,27,3.25,PR14,PR03,,,,
8008,P0602,S0102,24-Jun-17,0,0,8,10.9,PR14,PR03,,,,
8009,P0015,S0087,24-Jun-17,0,0,5,2.85,PR10,PR03,,,,
8010,P0055,S0070,24-Jun-17,0,0,18,3.5,PR14,PR03,,,,
8011,P0213,S0131,24-Jun-17,0,0,34,24.9,PR14,PR03,,,,
8012,P0332,S0142,24-Jun-17,0,0,4,37.9,PR14,PR03,,,,
8013,P0356,S0135,24-Jun-17,0,0,43,2.5,PR14,PR03,,,,
8014,P0389,S0091,24-Jun-17,1,6.56,10,9.45,PR05,PR03,,,,
8015,P0035,S0060,24-Jun-17,2,7.87,6,4.25,PR14,PR03,,,,
8016,P0114,S0090,24-Jun-17,0,0,2,0.5,PR14,PR03,,,,
8017,P0406,S0085,24-Jun-17,0,0,30,11.5,PR05,PR03,,,,
8018,P0242,S0113,24-Jun-17,0,0,9,12.9,PR14,PR03,,,,
8019,P0642,S0058,24-Jun-17,0,0,21,2.5,PR14,PR03,,,,
8020,P0695,S0043,24-Jun-17,0,0,4,5.25,PR14,PR03,,,,
8021,P0394,S0117,24-Jun-17,0,0,8,1,PR14,PR03,,,,
8022,P0705,S0115,24-Jun-17,1,9.47,17,14.9,PR05,PR03,,,,
8023,P0544,S0038,24-Jun-17,0,0,5,49.9,PR14,PR03,,,,
8024,P0435,S0008,24-Jun-17,0,0,12,27.25,PR14,PR03,,,,
8025,P0169,S0012,24-Jun-17,0,0,10,6.75,PR05,PR03,,,,
8026,P0219,S0088,24-Jun-17,0,0,4,7.25,PR14,PR03,,,,
8027,P0704,S0117,24-Jun-17,0,0,3,2.2,PR14,PR03,,,,
8028,P0572,S0063,24-Jun-17,0,0,17,1,PR14,PR03,,,,
8029,P0150,S0085,24-Jun-17,0,0,12,12.99,PR14,PR03,,,,
8030,P0438,S0028,24-Jun-17,66 sales,18.33,0,NA,PR14,PR03,,,,
8031,P0005,S0142,24-Jun-17,0,0,2,33.9,PR14,PR03,,,,
8032,P0572,S0124,24-Jun-17,0,0,27,1,PR14,PR03,,,,
8033,P0017,S0088,25-Jun-17,0,0,69,1.49,PR14,PR03,,,,
8034,P0092,S0073,25-Jun-17,0,0,19,1.75,PR14,PR03,,,,
8035,P0569,S0086,25-Jun-17,4,11.11,9,3,PR14,PR03,,,,
8036,P0718,S0131,25-Jun-17,0,0,10,13,PR14,PR03,,,,
8037,P0635,S0126,25-Jun-17,0,0,12,5.5,PR14,PR03,,,,
8038,P0201,S0120,25-Jun-17,0,0,2,15.9,PR14,PR03,,,,
8039,P0141,S0133,25-Jun-17,0,0,7,2.25,PR14,PR03,,,,
8040,P0400,S0103,25-Jun-17,0,0,2,7.5,PR14,PR03,,,,
8041,P0129,S0069,25-Jun-17,2,50.76,25,29.95,PR14,PR03,,,,
8042,P0658,S0045,25-Jun-17,0,0,4,26.95,PR14,PR03,,,,
8043,P0520,S0142,25-Jun-17,0,0,5,2.95,PR06,PR03,,,,
8044,P0651,S0042,25-Jun-17,1,8.39,3,9.9,PR14,PR03,,,,
8045,P0206,S0051,25-Jun-17,0,0,6,1.75,PR14,PR03,,,,
8046,P0286,S0123,25-Jun-17,0,0,46,1,PR14,PR03,,,,
8047,P0671,S0070,25-Jun-17,0,0,6,3.25,PR14,PR03,,,,
8048,P0312,S0056,25-Jun-17,0,0,3,15.9,PR14,PR03,,,,
8049,P0226,S0096,25-Jun-17,0,0,3,1.7,PR14,PR03,,,,
8050,P0130,S0142,25-Jun-17,0,0,1,9.75,PR14,PR03,,,,
8051,P0499,S0025,25-Jun-17,0,0,49,0.75,PR14,PR03,,,,
8052,P0355,S0001,25-Jun-17,0,0,2,17.9,PR14,PR03,,,,
8053,P0524,S0001,25-Jun-17,0,0,4,9.95,PR14,PR03,,,,
8054,P0137,S0049,25-Jun-17,0,0,2,29.9,PR14,PR03,,,,
8055,P0312,S0125,25-Jun-17,0,0,15,15.9,PR14,PR03,,,,
8056,P0110,S0051,25-Jun-17,0,0,9,2.95,PR06,PR03,,,,
8057,P0651,S0105,25-Jun-17,0,0,6,9.9,PR14,PR03,,,,
8058,P0590,S0144,25-Jun-17,0,0,5,0.6,PR14,PR03,,,,
8059,P0160,S0097,25-Jun-17,0,0,1,1,PR14,PR03,,,,
8060,P0591,S0097,25-Jun-17,0,0,18,7.95,PR14,PR03,,,,
8061,P0134,S0050,25-Jun-17,0,0,36,8.9,PR14,PR03,,,,
8062,P0399,S0008,25-Jun-17,0,0,3,4.5,PR14,PR03,,,,
8063,P0610,S0102,25-Jun-17,0,0,18.553,11.9,PR14,PR03,,,,
8064,P0261,S0127,25-Jun-17,0,0,29,4.75,PR10,PR03,,,,
8065,P0704,S0067,25-Jun-17,0,0,6,2.2,PR14,PR03,,,,
8066,P0608,S0050,25-Jun-17,0,0,7,9.9,PR14,PR03,,,,
8067,P0325,S0088,25-Jun-17,1,8.66,11,9.35,PR14,PR03,,,,
8068,P0137,S0040,25-Jun-17,0,0,3,29.9,PR14,PR03,,,,
8069,P0125,S0052,25-Jun-17,0,0,71,2.95,PR14,PR03,,,,
8070,P0260,S0140,25-Jun-17,0,0,1,17.5,PR14,PR03,,,,
8071,P0470,S0133,25-Jun-17,0,0,6,17.9,PR14,PR03,,,,
8072,P0001,S0050,25-Jun-17,0,0,1,6.75,PR14,PR03,,,,
8073,P0195,S0066,25-Jun-17,0,0,15,5.75,PR14,PR03,,,,
8074,P0635,S0064,26-Jun-17,1,4.66,6,5.5,PR14,PR03,,,,
8075,P0177,S0137,26-Jun-17,0,0,3,10.9,PR09,PR03,,,,
8076,P0141,S0132,26-Jun-17,0,0,15,2.25,PR14,PR03,,,,
8077,P0433,S0043,26-Jun-17,0,0,4,66.9,PR14,PR03,,,,
8078,P0454,S0139,26-Jun-17,0,0,15,2.2,PR14,PR03,,,,
8079,P0427,S0108,26-Jun-17,0,0,20,2.45,PR14,PR03,,,,
8080,P0735,S0125,26-Jun-17,0,0,3,10.75,PR14,PR03,,,,
8081,P0103,S0009,26-Jun-17,8,21.85,62,2.95,PR14,PR03,,,,
8082,P0458,S0077,26-Jun-17,1,3.81,27,4.5,PR05,PR03,,,,
8083,P0103,S0143,26-Jun-17,0,0,15,2.95,PR14,PR03,,,,
8084,P0177,S0133,26-Jun-17,0,0,5,10.9,PR09,PR03,,,,
8085,P0500,S0048,26-Jun-17,4 sales,29.63,0,NA,PR14,PR03,,,,
8086,P0227,S0021,26-Jun-17,0,0,5,8.5,PR14,PR03,,,,
8087,P0261,S0081,26-Jun-17,2 sales,7.41,0,NA,PR14,PR03,,,,
8088,P0325,S0143,26-Jun-17,0,0,7,9.35,PR14,PR03,,,,
8089,P0116,S0045,26-Jun-17,0,0,24,0.9,PR10,PR03,,,,
8090,P0712,S0002,26-Jun-17,0,0,21,21.5,PR14,PR03,,,,
8091,P0499,S0024,26-Jun-17,0,0,41,0.75,PR14,PR03,,,,
8092,P0305,S0096,26-Jun-17,0,0,11,28.9,PR03,PR03,,,,
8093,P0145,S0069,26-Jun-17,0,0,3,6.5,PR14,PR03,,,,
8094,P0671,S0015,26-Jun-17,0,0,11,3.25,PR14,PR03,,,,
8095,P0229,S0001,26-Jun-17,0,0,5,7.95,PR14,PR03,,,,
8096,P0425,S0078,26-Jun-17,0,0,8,5.9,PR14,PR03,,,,
8097,P0260,S0140,26-Jun-17,0,0,1,17.5,PR14,PR03,,,,
8098,P0356,S0013,26-Jun-17,0,0,3,2.5,PR14,PR03,,,,
8099,P0614,S0077,26-Jun-17,0,0,6,15.9,PR14,PR03,,,,
8100,P0325,S0042,26-Jun-17,4,34.63,6,9.35,PR14,PR03,,,,
8101,P0042,S0087,26-Jun-17,0,0,6,5.5,PR14,PR03,,,,
8102,P0640,S0088,26-Jun-17,0,0,3,27.9,PR14,PR03,,,,
8103,P0195,S0017,26-Jun-17,0,0,11,5.75,PR14,PR03,,,,
8104,P0639,S0142,26-Jun-17,0,0,8,7.95,PR14,PR03,,,,
8105,P0400,S0078,26-Jun-17,0,0,4,7.5,PR14,PR03,,,,
8106,P0458,S0113,26-Jun-17,0,0,62,4.5,PR05,PR03,,,,
8107,P0525,S0002,26-Jun-17,0,0,63,2.5,PR14,PR03,,,,
8108,P0005,S0020,26-Jun-17,0,0,4,33.9,PR14,PR03,,,,
8109,P0073,S0043,26-Jun-17,0,0,10,5.95,PR14,PR03,,,,
8110,P0332,S0040,26-Jun-17,0,0,3,37.9,PR14,PR03,,,,
8111,P0536,S0074,26-Jun-17,0,0,15,3.15,PR14,PR03,,,,
8112,P0051,S0044,26-Jun-17,0,0,10,0.7,PR14,PR03,,,,
8113,P0520,S0006,26-Jun-17,0,0,3,2.95,PR06,PR03,,,,
8114,P0377,S0063,26-Jun-17,0,0,2,9,PR14,PR03,,,,
8115,P0356,S0107,26-Jun-17,0,0,15,2.5,PR14,PR03,,,,
8116,P0417,S0134,26-Jun-17,0,0,8,7.9,PR14,PR03,,,,
8117,P0220,S0117,26-Jun-17,0,0,4,1.85,PR14,PR03,,,,
8118,P0527,S0004,26-Jun-17,1,1.39,17,2.15,PR10,PR03,,,,
8119,P0652,S0062,26-Jun-17,0,0,17,4.45,PR14,PR03,,,,
8120,P0556,S0066,26-Jun-17,0,0,7,14.5,PR14,PR03,,,,
8121,P0067,S0095,26-Jun-17,0,0,2,16.9,PR14,PR03,,,,
8122,P0361,S0013,26-Jun-17,0,0,15,12.9,PR14,PR03,,,,
8123,P0286,S0020,26-Jun-17,0,0,43,1,PR14,PR03,,,,
8124,P0639,S0110,26-Jun-17,0,0,11,7.95,PR14,PR03,,,,
8125,P0399,S0038,26-Jun-17,0,0,19,4.5,PR14,PR03,,,,
8126,P0527,S0050,26-Jun-17,0,0,12,2.15,PR10,PR03,,,,
8127,P0280,S0093,26-Jun-17,0,0,8,6.99,PR05,PR03,,,,
8128,P0446,S0017,26-Jun-17,0,0,12,5.95,PR14,PR03,,,,
8129,P0681,S0130,26-Jun-17,0,0,8,10.9,PR14,PR03,,,,
8130,P0587,S0018,27-Jun-17,0,0,13,3.99,PR14,PR03,,,,
8131,P0125,S0144,27-Jun-17,0,0,9,2.95,PR14,PR03,,,,
8132,P0201,S0089,27-Jun-17,0,0,5,15.9,PR14,PR03,,,,
8133,P0092,S0017,27-Jun-17,0,0,7,1.75,PR14,PR03,,,,
8134,P0169,S0023,27-Jun-17,0,0,4,6.75,PR05,PR03,,,,
8135,P0399,S0010,27-Jun-17,0,0,11,4.5,PR14,PR03,,,,
8136,P0017,S0139,27-Jun-17,2,2.76,14,1.49,PR14,PR03,,,,
8137,P0524,S0038,27-Jun-17,0,0,15,9.95,PR14,PR03,,,,
8138,P0067,S0058,27-Jun-17,0,0,2,16.9,PR14,PR03,,,,
8139,P0144,S0067,27-Jun-17,0,0,5,4.95,PR14,PR03,,,,
